""	"x"
"1666"	"C"
"1667"	"B"
"1668"	"B"
"1669"	"B"
"1670"	"A"
"1671"	"B"
"1672"	"D"
"1673"	"E"
"1674"	"B"
"1675"	"A"
"1676"	"D"
"1677"	"E"
"1678"	"E"
"1679"	"B"
"1680"	"B"
"1681"	"A"
"1682"	"B"
"1683"	"A"
"1684"	"F"
"1685"	"F"
"1686"	"D"
"1687"	"D"
"1688"	"B"
"1689"	"B"
"1690"	"A"
"1691"	"F"
"1692"	"A"
"1693"	"A"
"1694"	"B"
"1695"	"B"
"1696"	"C"
"1697"	"E"
"1698"	"D"
"1699"	"D"
"1700"	"A"
"1701"	"A"
"1702"	"F"
"1703"	"D"
"1704"	"C"
"1705"	"A"
"1706"	"B"
"1707"	"A"
"1708"	"F"
"1709"	"B"
"1710"	"A"
"1711"	"D"
"1712"	"A"
"1713"	"C"
"1714"	"B"
"1715"	"A"
"1716"	"B"
"1717"	"E"
"1718"	"B"
"1719"	"D"
"1720"	"B"
"1721"	"A"
"1722"	"E"
"1723"	"B"
"1724"	"D"
"1725"	"A"
"1726"	"A"
"1727"	"B"
"1728"	"A"
"1729"	"D"
"1730"	"A"
"1731"	"B"
"1732"	"B"
"1733"	"B"
"1734"	"A"
"1735"	"D"
"1736"	"A"
"1737"	"F"
"1738"	"D"
"1739"	"B"
"1740"	"C"
"1741"	"B"
"1742"	"B"
"1743"	"E"
"1744"	"B"
"1745"	"B"
"1746"	"D"
"1747"	"B"
"1748"	"E"
"1749"	"E"
"1750"	"B"
"1751"	"D"
"1752"	"B"
"1753"	"F"
"1754"	"D"
"1755"	"E"
"1756"	"B"
"1757"	"E"
"1758"	"B"
"1759"	"C"
"1760"	"F"
"1761"	"B"
"1762"	"E"
"1763"	"E"
"1764"	"A"
"1765"	"F"
"1766"	"A"
"1767"	"D"
"1768"	"C"
"1769"	"D"
"1770"	"A"
"1771"	"B"
"1772"	"E"
"1773"	"F"
"1774"	"A"
"1775"	"A"
"1776"	"C"
"1777"	"C"
"1778"	"C"
"1779"	"F"
"1780"	"E"
"1781"	"B"
"1782"	"B"
"1783"	"B"
"1784"	"D"
"1785"	"F"
"1786"	"B"
"1787"	"E"
"1788"	"B"
"1789"	"A"
"1790"	"B"
"1791"	"B"
"1792"	"B"
"1793"	"E"
"1794"	"D"
"1795"	"D"
"1796"	"E"
"1797"	"A"
"1798"	"B"
"1799"	"C"
"1800"	"A"
"1801"	"A"
"1802"	"B"
"1803"	"B"
"1804"	"E"
"1805"	"B"
"1806"	"A"
"1807"	"B"
"1808"	"A"
"1809"	"A"
"1810"	"E"
"1811"	"A"
"1812"	"A"
"1813"	"B"
"1814"	"E"
"1815"	"C"
"1816"	"E"
"1817"	"A"
"1818"	"B"
"1819"	"F"
"1820"	"A"
"1821"	"B"
"1822"	"D"
"1823"	"C"
"1824"	"A"
"1825"	"A"
"1826"	"B"
"1827"	"B"
"1828"	"D"
"1829"	"B"
"1830"	"F"
"1831"	"C"
"1832"	"D"
"1833"	"F"
"1834"	"C"
"1835"	"B"
"1836"	"B"
"1837"	"A"
"1838"	"A"
"1839"	"A"
"1840"	"B"
"1841"	"A"
"1842"	"C"
"1843"	"A"
"1844"	"A"
"1845"	"A"
"1846"	"E"
"1847"	"B"
"1848"	"F"
"1849"	"E"
"1850"	"A"
"1851"	"E"
"1852"	"B"
"1853"	"D"
"1854"	"F"
"1855"	"E"
"1856"	"F"
"1857"	"A"
"1858"	"B"
"1859"	"A"
"1860"	"A"
"1861"	"B"
"1862"	"E"
"1863"	"C"
"1864"	"B"
"1865"	"E"
"1866"	"B"
"1867"	"A"
"1868"	"B"
"1869"	"E"
"1870"	"B"
"1871"	"C"
"1872"	"B"
"1873"	"C"
"1874"	"A"
"1875"	"F"
"1876"	"F"
"1877"	"D"
"1878"	"F"
"1879"	"F"
"1880"	"E"
"1881"	"D"
"1882"	"B"
"1883"	"F"
"1884"	"A"
"1885"	"D"
"1886"	"C"
"1887"	"B"
"1888"	"B"
"1889"	"A"
"1890"	"F"
"1891"	"D"
"1892"	"B"
"1893"	"E"
"1894"	"B"
"1895"	"E"
"1896"	"F"
"1897"	"C"
"1898"	"B"
"1899"	"A"
"1900"	"D"
"1901"	"F"
"1902"	"D"
"1903"	"B"
"1904"	"F"
"1905"	"F"
"1906"	"B"
"1907"	"F"
"1908"	"B"
"1909"	"A"
"1910"	"E"
"1911"	"C"
"1912"	"B"
"1913"	"F"
"1914"	"A"
"1915"	"F"
"1916"	"F"
"1917"	"C"
"1918"	"F"
"1919"	"C"
"1920"	"F"
"1921"	"D"
"1922"	"B"
"1923"	"C"
"1924"	"A"
"1925"	"A"
"1926"	"B"
"1927"	"E"
"1928"	"D"
"1929"	"B"
"1930"	"A"
"1931"	"E"
"1932"	"D"
"1933"	"B"
"1934"	"A"
"1935"	"D"
"1936"	"B"
"1937"	"F"
"1938"	"A"
"1939"	"B"
"1940"	"B"
"1941"	"B"
"1942"	"B"
"1943"	"A"
"1944"	"B"
"1945"	"D"
"1946"	"C"
"1947"	"A"
"1948"	"B"
"1949"	"C"
"1950"	"B"
"1951"	"E"
"1952"	"A"
"1953"	"B"
"1954"	"B"
"1955"	"A"
"1956"	"A"
"1957"	"F"
"1958"	"A"
"1959"	"B"
"1960"	"B"
"1961"	"B"
"1962"	"F"
"1963"	"C"
"1964"	"C"
"1965"	"A"
"1966"	"D"
"1967"	"B"
"1968"	"B"
"1969"	"E"
"1970"	"B"
"1971"	"B"
"1972"	"A"
"1973"	"C"
"1974"	"B"
"1975"	"B"
"1976"	"A"
"1977"	"B"
"1978"	"F"
"1979"	"C"
"1980"	"B"
"1981"	"D"
"1982"	"B"
"1983"	"C"
"1984"	"B"
"1985"	"C"
"1986"	"C"
"1987"	"C"
"1988"	"F"
"1989"	"B"
"1990"	"B"
"1991"	"F"
"1992"	"E"
"1993"	"A"
"1994"	"D"
"1995"	"F"
"1996"	"B"
"1997"	"B"
"1998"	"C"
"1999"	"D"
"2000"	"A"
"2001"	"B"
"2002"	"E"
"2003"	"B"
"2004"	"B"
"2005"	"A"
"2006"	"B"
"2007"	"D"
"2008"	"E"
"2009"	"E"
"2010"	"B"
"2011"	"B"
"2012"	"F"
"2013"	"F"
"2014"	"C"
"2015"	"E"
"2016"	"E"
"2017"	"B"
"2018"	"D"
"2019"	"B"
"2020"	"B"
"2021"	"B"
"2022"	"B"
"2023"	"D"
"2024"	"B"
"2025"	"E"
"2026"	"F"
"2027"	"B"
"2028"	"B"
"2029"	"B"
"2030"	"A"
"2031"	"B"
"2032"	"C"
"2033"	"F"
"2034"	"A"
"2035"	"B"
"2036"	"F"
"2037"	"F"
"2038"	"F"
"2039"	"A"
"2040"	"B"
"2041"	"B"
"2042"	"B"
"2043"	"B"
"2044"	"F"
"2045"	"D"
"2046"	"B"
"2047"	"B"
"2048"	"B"
"2049"	"B"
"2050"	"B"
"2051"	"A"
"2052"	"B"
"2053"	"F"
"2054"	"C"
"2055"	"D"
"2056"	"F"
"2057"	"F"
"2058"	"D"
"2059"	"B"
"2060"	"A"
"2061"	"D"
"2062"	"D"
"2063"	"B"
"2064"	"A"
"2065"	"B"
"2066"	"B"
"2067"	"B"
"2068"	"A"
"2069"	"B"
"2070"	"E"
"2071"	"A"
"2072"	"F"
"2073"	"B"
"2074"	"B"
"2075"	"B"
"2076"	"A"
"2077"	"B"
"2078"	"A"
"2079"	"B"
"2080"	"B"
"2081"	"B"
"2082"	"F"
"2083"	"C"
"2084"	"A"
"2085"	"A"
"2086"	"B"
"2087"	"B"
"2088"	"B"
"2089"	"A"
"2090"	"C"
"2091"	"C"
"2092"	"A"
"2093"	"B"
"2094"	"B"
"2095"	"D"
"2096"	"F"
"2097"	"E"
"2098"	"B"
"2099"	"A"
"2100"	"B"
"2101"	"E"
"2102"	"A"
"2103"	"C"
"2104"	"E"
"2105"	"B"
"2106"	"A"
"2107"	"D"
"2108"	"C"
"2109"	"E"
"2110"	"D"
"2111"	"B"
"2112"	"B"
"2113"	"B"
"2114"	"A"
"2115"	"F"
"2116"	"F"
"2117"	"F"
"2118"	"F"
"2119"	"D"
"2120"	"B"
"2121"	"A"
"2122"	"B"
"2123"	"D"
"2124"	"B"
"2125"	"B"
"2126"	"D"
"2127"	"B"
"2128"	"B"
"2129"	"A"
"2130"	"B"
"2131"	"F"
"2132"	"D"
"2133"	"F"
"2134"	"B"
"2135"	"B"
"2136"	"B"
"2137"	"B"
"2138"	"A"
"2139"	"D"
"2140"	"F"
"2141"	"F"
"2142"	"D"
"2143"	"B"
"2144"	"B"
"2145"	"C"
"2146"	"D"
"2147"	"C"
"2148"	"B"
"2149"	"C"
"2150"	"D"
"2151"	"B"
"2152"	"B"
"2153"	"F"
"2154"	"A"
"2155"	"B"
"2156"	"D"
"2157"	"D"
"2158"	"B"
"2159"	"A"
"2160"	"D"
"2161"	"D"
"2162"	"C"
"2163"	"D"
"2164"	"B"
"2165"	"B"
"2166"	"B"
"2167"	"D"
"2168"	"B"
"2169"	"B"
"2170"	"A"
"2171"	"D"
"2172"	"B"
"2173"	"B"
"2174"	"B"
"2175"	"E"
"2176"	"B"
"2177"	"A"
"2178"	"D"
"2179"	"B"
"2180"	"E"
"2181"	"B"
"2182"	"F"
"2183"	"D"
"2184"	"B"
"2185"	"D"
"2186"	"A"
"2187"	"A"
"2188"	"A"
"2189"	"B"
"2190"	"F"
"2191"	"C"
"2192"	"B"
"2193"	"D"
"2194"	"E"
"2195"	"A"
"2196"	"D"
"2197"	"A"
"2198"	"F"
"2199"	"B"
"2200"	"B"
"2201"	"B"
"2202"	"E"
"2203"	"B"
"2204"	"F"
"2205"	"A"
"2206"	"F"
"2207"	"A"
"2208"	"F"
"2209"	"D"
"2210"	"C"
"2211"	"A"
"2212"	"A"
"2213"	"F"
"2214"	"B"
"2215"	"B"
"2216"	"B"
"2217"	"C"
"2218"	"B"
"2219"	"B"
"2220"	"B"
"2221"	"B"
"2222"	"A"
"2223"	"A"
"2224"	"E"
"2225"	"B"
"2226"	"B"
"2227"	"A"
"2228"	"B"
"2229"	"C"
"2230"	"D"
"2231"	"B"
"2232"	"A"
"2233"	"F"
"2234"	"B"
"2235"	"A"
"2236"	"C"
"2237"	"F"
"2238"	"E"
"2239"	"B"
"2240"	"F"
"2241"	"B"
"2242"	"E"
"2243"	"B"
"2244"	"E"
"2245"	"F"
"2246"	"B"
"2247"	"A"
"2248"	"B"
"2249"	"B"
"2250"	"B"
"2251"	"B"
"2252"	"F"
"2253"	"F"
"2254"	"C"
"2255"	"D"
"2256"	"F"
"2257"	"E"
"2258"	"A"
"2259"	"E"
"2260"	"B"
"2261"	"F"
"2262"	"B"
"2263"	"D"
"2264"	"B"
"2265"	"F"
"2266"	"C"
"2267"	"A"
"2268"	"D"
"2269"	"B"
"2270"	"F"
"2271"	"B"
"2272"	"A"
"2273"	"A"
"2274"	"B"
"2275"	"B"
"2276"	"F"
"2277"	"A"
"2278"	"F"
"2279"	"A"
"2280"	"B"
"2281"	"E"
"2282"	"A"
"2283"	"E"
"2284"	"C"
"2285"	"F"
"2286"	"A"
"2287"	"D"
"2288"	"C"
"2289"	"F"
"2290"	"C"
"2291"	"C"
"2292"	"B"
"2293"	"A"
"2294"	"F"
"2295"	"B"
"2296"	"C"
"2297"	"C"
"2298"	"E"
"2299"	"B"
"2300"	"A"
"2301"	"F"
"2302"	"A"
"2303"	"B"
"2304"	"C"
"2305"	"A"
"2306"	"E"
"2307"	"A"
"2308"	"F"
"2309"	"D"
"2310"	"D"
"2311"	"F"
"2312"	"B"
"2313"	"B"
"2314"	"A"
"2315"	"D"
"2316"	"F"
"2317"	"B"
"2318"	"C"
"2319"	"D"
"2320"	"F"
"2321"	"B"
"2322"	"D"
"2323"	"F"
"2324"	"D"
"2325"	"E"
"2326"	"D"
"2327"	"E"
"2328"	"A"
"2329"	"D"
"2330"	"B"
"2331"	"A"
"2332"	"B"
"2333"	"E"
"2334"	"E"
"2335"	"F"
"2336"	"A"
"2337"	"E"
"2338"	"B"
"2339"	"B"
"2340"	"C"
"2341"	"A"
"2342"	"A"
"2343"	"D"
"2344"	"D"
"2345"	"B"
"2346"	"B"
"2347"	"A"
"2348"	"A"
"2349"	"D"
"2350"	"B"
"2351"	"C"
"2352"	"B"
"2353"	"A"
"2354"	"A"
"2355"	"B"
"2356"	"E"
"2357"	"D"
"2358"	"B"
"2359"	"B"
"2360"	"A"
"2361"	"B"
"2362"	"E"
"2363"	"A"
"2364"	"A"
"2365"	"A"
"2366"	"B"
"2367"	"D"
"2368"	"F"
"2369"	"B"
"2370"	"B"
"2371"	"E"
"2372"	"A"
"2373"	"B"
"2374"	"A"
"2375"	"F"
"2376"	"D"
"2377"	"F"
"2378"	"A"
"2379"	"E"
"2380"	"B"
"2381"	"B"
"2382"	"D"
"2383"	"D"
"2384"	"A"
"2385"	"F"
"2386"	"B"
"2387"	"A"
"2388"	"D"
"2389"	"B"
"2390"	"F"
"2391"	"A"
"2392"	"A"
"2393"	"E"
"2394"	"B"
"2395"	"E"
"2396"	"E"
"2397"	"D"
"2398"	"E"
"2399"	"B"
"2400"	"B"
"2401"	"A"
"2402"	"F"
"2403"	"A"
"2404"	"F"
"2405"	"F"
"2406"	"D"
"2407"	"A"
"2408"	"E"
"2409"	"B"
"2410"	"E"
"2411"	"D"
"2412"	"B"
"2413"	"D"
"2414"	"F"
"2415"	"E"
"2416"	"E"
"2417"	"B"
"2418"	"C"
"2419"	"B"
"2420"	"D"
"2421"	"A"
"2422"	"F"
"2423"	"B"
"2424"	"D"
"2425"	"C"
"2426"	"B"
"2427"	"F"
"2428"	"E"
"2429"	"C"
"2430"	"C"
"2431"	"A"
"2432"	"A"
"2433"	"B"
"2434"	"B"
"2435"	"F"
"2436"	"B"
"2437"	"B"
"2438"	"E"
"2439"	"B"
"2440"	"A"
"2441"	"A"
"2442"	"E"
"2443"	"B"
"2444"	"C"
"2445"	"B"
"2446"	"B"
"2447"	"A"
"2448"	"A"
"2449"	"A"
"2450"	"F"
"2451"	"A"
"2452"	"A"
"2453"	"A"
"2454"	"B"
"2455"	"E"
"2456"	"C"
"2457"	"F"
"2458"	"B"
"2459"	"A"
"2460"	"C"
"2461"	"F"
"2462"	"A"
"2463"	"C"
"2464"	"A"
"2465"	"A"
"2466"	"A"
"2467"	"F"
"2468"	"B"
"2469"	"F"
"2470"	"B"
"2471"	"A"
"2472"	"B"
"2473"	"D"
"2474"	"B"
"2475"	"A"
"2476"	"E"
"2477"	"C"
"2478"	"B"
"2479"	"D"
"2480"	"B"
"2481"	"B"
"2482"	"B"
"2483"	"F"
"2484"	"B"
"2485"	"D"
"2486"	"B"
"2487"	"D"
"2488"	"B"
"2489"	"A"
"2490"	"B"
"2491"	"B"
"2492"	"C"
"2493"	"A"
"2494"	"C"
"2495"	"F"
"2496"	"C"
"2497"	"B"
"2498"	"E"
"2499"	"A"
"2500"	"C"
"2501"	"C"
"2502"	"E"
"2503"	"B"
"2504"	"D"
"2505"	"B"
"2506"	"F"
"2507"	"F"
"2508"	"E"
"2509"	"A"
"2510"	"B"
"2511"	"A"
"2512"	"A"
"2513"	"B"
"2514"	"B"
"2515"	"A"
"2516"	"F"
"2517"	"B"
"2518"	"C"
"2519"	"B"
"2520"	"A"
"2521"	"B"
"2522"	"F"
"2523"	"A"
"2524"	"B"
"2525"	"A"
"2526"	"F"
"2527"	"F"
"2528"	"B"
"2529"	"B"
"2530"	"F"
"2531"	"B"
"2532"	"B"
"2533"	"B"
"2534"	"C"
"2535"	"A"
"2536"	"E"
"2537"	"E"
"2538"	"A"
"2539"	"B"
"2540"	"E"
"2541"	"C"
"2542"	"D"
"2543"	"B"
"2544"	"B"
"2545"	"B"
"2546"	"C"
"2547"	"F"
"2548"	"D"
"2549"	"A"
"2550"	"B"
"2551"	"F"
"2552"	"C"
"2553"	"B"
"2554"	"C"
"2555"	"F"
"2556"	"B"
"2557"	"A"
"2558"	"C"
"2559"	"C"
"2560"	"D"
"2561"	"A"
"2562"	"C"
"2563"	"A"
"2564"	"B"
"2565"	"F"
"2566"	"B"
"2567"	"D"
"2568"	"A"
"2569"	"A"
"2570"	"B"
"2571"	"B"
"2572"	"B"
"2573"	"C"
"2574"	"B"
"2575"	"B"
"2576"	"E"
"2577"	"A"
"2578"	"F"
"2579"	"A"
"2580"	"F"
"2581"	"A"
"2582"	"A"
"2583"	"A"
"2584"	"F"
"2585"	"B"
"2586"	"D"
"2587"	"B"
"2588"	"A"
"2589"	"A"
"2590"	"D"
"2591"	"D"
"2592"	"F"
"2593"	"B"
"2594"	"D"
"2595"	"A"
"2596"	"C"
"2597"	"D"
"2598"	"B"
"2599"	"D"
"2600"	"B"
"2601"	"B"
"2602"	"D"
"2603"	"D"
"2604"	"B"
"2605"	"B"
"2606"	"A"
"2607"	"B"
"2608"	"B"
"2609"	"E"
"2610"	"B"
"2611"	"C"
"2612"	"E"
"2613"	"C"
"2614"	"B"
"2615"	"B"
"2616"	"B"
"2617"	"B"
"2618"	"F"
"2619"	"B"
"2620"	"B"
"2621"	"E"
"2622"	"A"
"2623"	"E"
"2624"	"A"
"2625"	"E"
"2626"	"A"
"2627"	"D"
"2628"	"B"
"2629"	"D"
"2630"	"B"
"2631"	"B"
"2632"	"C"
"2633"	"B"
"2634"	"F"
"2635"	"A"
"2636"	"F"
"2637"	"E"
"2638"	"C"
"2639"	"D"
"2640"	"A"
"2641"	"B"
"2642"	"C"
"2643"	"F"
"2644"	"A"
"2645"	"B"
"2646"	"C"
"2647"	"C"
"2648"	"D"
"2649"	"A"
"2650"	"D"
"2651"	"D"
"2652"	"A"
"2653"	"A"
"2654"	"A"
"2655"	"B"
"2656"	"B"
"2657"	"A"
"2658"	"B"
"2659"	"E"
"2660"	"B"
"2661"	"F"
"2662"	"C"
"2663"	"D"
"2664"	"F"
"2665"	"F"
"2666"	"C"
"2667"	"B"
"2668"	"B"
"2669"	"E"
"2670"	"B"
"2671"	"F"
"2672"	"B"
"2673"	"F"
"2674"	"D"
"2675"	"F"
"2676"	"E"
"2677"	"B"
"2678"	"B"
"2679"	"E"
"2680"	"B"
"2681"	"F"
"2682"	"B"
"2683"	"A"
"2684"	"E"
"2685"	"A"
"2686"	"D"
"2687"	"F"
"2688"	"A"
"2689"	"F"
"2690"	"A"
"2691"	"A"
"2692"	"C"
"2693"	"B"
"2694"	"F"
"2695"	"A"
"2696"	"D"
"2697"	"F"
"2698"	"A"
"2699"	"C"
"2700"	"D"
"2701"	"E"
"2702"	"B"
"2703"	"A"
"2704"	"B"
"2705"	"D"
"2706"	"B"
"2707"	"A"
"2708"	"E"
"2709"	"F"
"2710"	"A"
"2711"	"B"
"2712"	"B"
"2713"	"A"
"2714"	"B"
"2715"	"A"
"2716"	"B"
"2717"	"B"
"2718"	"A"
"2719"	"B"
"2720"	"A"
"2721"	"B"
"2722"	"C"
"2723"	"B"
"2724"	"B"
"2725"	"F"
"2726"	"B"
"2727"	"B"
"2728"	"C"
"2729"	"D"
"2730"	"B"
"2731"	"B"
"2732"	"A"
"2733"	"C"
"2734"	"D"
"2735"	"B"
"2736"	"B"
"2737"	"A"
"2738"	"E"
"2739"	"B"
"2740"	"B"
"2741"	"B"
"2742"	"B"
"2743"	"C"
"2744"	"B"
"2745"	"A"
"2746"	"F"
"2747"	"B"
"2748"	"B"
"2749"	"B"
"2750"	"B"
"2751"	"A"
"2752"	"E"
"2753"	"B"
"2754"	"B"
"2755"	"B"
"2756"	"B"
"2757"	"D"
"2758"	"E"
"2759"	"D"
"2760"	"B"
"2761"	"A"
"2762"	"A"
"2763"	"B"
"2764"	"A"
"2765"	"E"
"2766"	"C"
"2767"	"A"
"2768"	"B"
"2769"	"A"
"2770"	"F"
"2771"	"B"
"2772"	"A"
"2773"	"A"
"2774"	"F"
"2775"	"B"
"2776"	"B"
"2777"	"E"
"2778"	"A"
"2779"	"F"
"2780"	"F"
"2781"	"F"
"2782"	"B"
"2783"	"F"
"2784"	"F"
"2785"	"F"
"2786"	"F"
"2787"	"B"
"2788"	"D"
"2789"	"A"
"2790"	"B"
"2791"	"B"
"2792"	"B"
"2793"	"B"
"2794"	"A"
"2795"	"C"
"2796"	"C"
"2797"	"D"
"2798"	"A"
"2799"	"B"
"2800"	"B"
"2801"	"B"
"2802"	"B"
"2803"	"B"
"2804"	"B"
"2805"	"B"
"2806"	"A"
"2807"	"B"
"2808"	"A"
"2809"	"B"
"2810"	"A"
"2811"	"B"
"2812"	"B"
"2813"	"B"
"2814"	"C"
"2815"	"F"
"2816"	"C"
"2817"	"F"
"2818"	"B"
"2819"	"B"
"2820"	"B"
"2821"	"C"
"2822"	"B"
"2823"	"B"
"2824"	"F"
"2825"	"B"
"2826"	"B"
"2827"	"E"
"2828"	"D"
"2829"	"E"
"2830"	"E"
"2831"	"B"
"2832"	"F"
"2833"	"D"
"2834"	"C"
"2835"	"F"
"2836"	"C"
"2837"	"D"
"2838"	"F"
"2839"	"D"
"2840"	"E"
"2841"	"E"
"2842"	"A"
"2843"	"A"
"2844"	"B"
"2845"	"A"
"2846"	"B"
"2847"	"A"
"2848"	"F"
"2849"	"B"
"2850"	"F"
"2851"	"B"
"2852"	"A"
"2853"	"A"
"2854"	"C"
"2855"	"B"
"2856"	"B"
"2857"	"A"
"2858"	"B"
"2859"	"C"
"2860"	"C"
"2861"	"B"
"2862"	"B"
"2863"	"B"
"2864"	"A"
"2865"	"D"
"2866"	"E"
"2867"	"E"
"2868"	"B"
"2869"	"F"
"2870"	"E"
"2871"	"B"
"2872"	"F"
"2873"	"F"
"2874"	"B"
"2875"	"B"
"2876"	"B"
"2877"	"B"
"2878"	"B"
"2879"	"C"
"2880"	"B"
"2881"	"B"
"2882"	"B"
"2883"	"F"
"2884"	"A"
"2885"	"E"
"2886"	"A"
"2887"	"C"
"2888"	"B"
"2889"	"F"
"2890"	"E"
"2891"	"B"
"2892"	"B"
"2893"	"C"
"2894"	"C"
"2895"	"A"
"2896"	"B"
"2897"	"B"
"2898"	"D"
"2899"	"C"
"2900"	"C"
"2901"	"B"
"2902"	"A"
"2903"	"B"
"2904"	"D"
"2905"	"F"
"2906"	"A"
"2907"	"B"
"2908"	"E"
"2909"	"B"
"2910"	"C"
"2911"	"B"
"2912"	"A"
"2913"	"C"
"2914"	"D"
"2915"	"B"
"2916"	"B"
"2917"	"E"
"2918"	"A"
"2919"	"A"
"2920"	"A"
"2921"	"A"
"2922"	"A"
"2923"	"B"
"2924"	"B"
"2925"	"B"
"2926"	"B"
"2927"	"B"
"2928"	"F"
"2929"	"A"
"2930"	"B"
"2931"	"B"
"2932"	"A"
"2933"	"B"
"2934"	"B"
"2935"	"B"
"2936"	"F"
"2937"	"C"
"2938"	"A"
"2939"	"D"
"2940"	"D"
"2941"	"E"
"2942"	"A"
"2943"	"B"
"2944"	"C"
"2945"	"A"
"2946"	"F"
"2947"	"F"
"2948"	"B"
"2949"	"B"
"2950"	"B"
"2951"	"B"
"2952"	"C"
"2953"	"B"
"2954"	"B"
"2955"	"B"
"2956"	"D"
"2957"	"C"
"2958"	"B"
"2959"	"B"
"2960"	"C"
"2961"	"A"
"2962"	"C"
"2963"	"B"
"2964"	"B"
"2965"	"F"
"2966"	"C"
"2967"	"B"
"2968"	"F"
"2969"	"A"
"2970"	"B"
"2971"	"E"
"2972"	"A"
"2973"	"B"
"2974"	"A"
"2975"	"D"
"2976"	"A"
"2977"	"B"
"2978"	"D"
"2979"	"B"
"2980"	"A"
"2981"	"E"
"2982"	"C"
"2983"	"C"
"2984"	"F"
"2985"	"F"
"2986"	"D"
"2987"	"D"
"2988"	"E"
"2989"	"B"
"2990"	"A"
"2991"	"F"
"2992"	"D"
"2993"	"C"
"2994"	"B"
"2995"	"B"
"2996"	"C"
"2997"	"B"
"2998"	"A"
"2999"	"B"
"3000"	"E"
"3001"	"E"
"3002"	"F"
"3003"	"D"
"3004"	"E"
"3005"	"F"
"3006"	"B"
"3007"	"D"
"3008"	"F"
"3009"	"A"
"3010"	"F"
"3011"	"A"
"3012"	"B"
"3013"	"B"
"3014"	"A"
"3015"	"A"
"3016"	"D"
"3017"	"A"
"3018"	"B"
"3019"	"D"
"3020"	"A"
"3021"	"D"
"3022"	"E"
"3023"	"E"
"3024"	"C"
"3025"	"F"
"3026"	"C"
"3027"	"A"
"3028"	"B"
"3029"	"C"
"3030"	"F"
"3031"	"B"
"3032"	"D"
"3033"	"B"
"3034"	"A"
"3035"	"A"
"3036"	"B"
"3037"	"E"
"3038"	"B"
"3039"	"F"
"3040"	"B"
"3041"	"C"
"3042"	"C"
"3043"	"A"
"3044"	"D"
"3045"	"D"
"3046"	"B"
"3047"	"F"
"3048"	"B"
"3049"	"D"
"3050"	"D"
"3051"	"B"
"3052"	"F"
"3053"	"B"
"3054"	"B"
"3055"	"A"
"3056"	"D"
"3057"	"D"
"3058"	"B"
"3059"	"B"
"3060"	"E"
"3061"	"E"
"3062"	"B"
"3063"	"B"
"3064"	"F"
"3065"	"D"
"3066"	"B"
"3067"	"B"
"3068"	"E"
"3069"	"A"
"3070"	"B"
"3071"	"A"
"3072"	"F"
"3073"	"B"
"3074"	"E"
"3075"	"F"
"3076"	"F"
"3077"	"B"
"3078"	"C"
"3079"	"D"
"3080"	"C"
"3081"	"B"
"3082"	"B"
"3083"	"F"
"3084"	"F"
"3085"	"E"
"3086"	"B"
"3087"	"A"
"3088"	"B"
"3089"	"E"
"3090"	"A"
"3091"	"A"
"3092"	"A"
"3093"	"B"
"3094"	"B"
"3095"	"F"
"3096"	"B"
"3097"	"B"
"3098"	"B"
"3099"	"D"
"3100"	"B"
"3101"	"A"
"3102"	"B"
"3103"	"E"
"3104"	"E"
"3105"	"D"
"3106"	"A"
"3107"	"F"
"3108"	"B"
"3109"	"B"
"3110"	"C"
"3111"	"B"
"3112"	"E"
"3113"	"A"
"3114"	"B"
"3115"	"B"
"3116"	"A"
"3117"	"D"
"3118"	"C"
"3119"	"A"
"3120"	"A"
"3121"	"B"
"3122"	"E"
"3123"	"B"
"3124"	"E"
"3125"	"B"
"3126"	"F"
"3127"	"B"
"3128"	"B"
"3129"	"B"
"3130"	"B"
"3131"	"A"
"3132"	"A"
"3133"	"F"
"3134"	"C"
"3135"	"F"
"3136"	"A"
"3137"	"E"
"3138"	"F"
"3139"	"B"
"3140"	"C"
"3141"	"D"
"3142"	"D"
"3143"	"E"
"3144"	"B"
"3145"	"B"
"3146"	"C"
"3147"	"A"
"3148"	"D"
"3149"	"A"
"3150"	"B"
"3151"	"F"
"3152"	"B"
"3153"	"E"
"3154"	"B"
"3155"	"B"
"3156"	"A"
"3157"	"F"
"3158"	"B"
"3159"	"B"
"3160"	"B"
"3161"	"B"
"3162"	"B"
"3163"	"E"
"3164"	"F"
"3165"	"E"
"3166"	"F"
"3167"	"A"
"3168"	"F"
"3169"	"D"
"3170"	"B"
"3171"	"D"
"3172"	"E"
"3173"	"A"
"3174"	"B"
"3175"	"B"
"3176"	"D"
"3177"	"A"
"3178"	"D"
"3179"	"B"
"3180"	"B"
"3181"	"B"
"3182"	"F"
"3183"	"F"
"3184"	"F"
"3185"	"F"
"3186"	"F"
"3187"	"B"
"3188"	"B"
"3189"	"A"
"3190"	"E"
"3191"	"B"
"3192"	"A"
"3193"	"B"
"3194"	"D"
"3195"	"A"
"3196"	"F"
"3197"	"B"
"3198"	"F"
"3199"	"D"
"3200"	"B"
"3201"	"C"
"3202"	"B"
"3203"	"F"
"3204"	"D"
"3205"	"C"
"3206"	"B"
"3207"	"F"
"3208"	"C"
"3209"	"E"
"3210"	"B"
"3211"	"E"
"3212"	"B"
"3213"	"B"
"3214"	"B"
"3215"	"E"
"3216"	"A"
"3217"	"B"
"3218"	"F"
"3219"	"A"
